State/Territory,Rank,Dog Name,Handle,Platform,Followers,Engagement Rate (%),Verified,URL,Bio
Alabama,1,Cooper the Alabama Dog,@cooper_a_instagram,Instagram,1417957,6.06,No,https://instagram.com/cooper_a,Famous dog influencer from Alabama | Instagram Star
New York,1,Lucy the New Dog,@lucy_ny_tiktok,TikTok,1424816,5.67,No,https://tiktok.com/lucy_ny,Famous dog influencer from New York | TikTok Star
New York,2,Daisy the New Dog,@daisy_ny_instagram,Instagram,752989,8.21,Yes,https://instagram.com/daisy_ny,Famous dog influencer from New York | Instagram Star
New York,3,Zoey the New Dog,@zoey_ny_instagram,Instagram,749698,8.19,No,https://instagram.com/zoey_ny,Famous dog influencer from New York | Instagram Star
New York,4,Sophie the New Dog,@sophie_ny_youtube,YouTube,475331,8.33,No,https://youtube.com/sophie_ny,Famous dog influencer from New York | YouTube Star
New York,5,Buddy the New Dog,@buddy_ny_youtube,YouTube,351402,5.54,Yes,https://youtube.com/buddy_ny,Famous dog influencer from New York | YouTube Star
North Carolina,1,Rocky the North Dog,@rocky_nc_instagram,Instagram,1692202,6.28,No,https://instagram.com/rocky_nc,Famous dog influencer from North Carolina | Instagram Star
North Carolina,2,Luna the North Dog,@luna_nc_tiktok,TikTok,1128521,3.33,Yes,https://tiktok.com/luna_nc,Famous dog influencer from North Carolina | TikTok Star
North Carolina,3,Rosie the North Dog,@rosie_nc_youtube,YouTube,699105,5.81,Yes,https://youtube.com/rosie_nc,Famous dog influencer from North Carolina | YouTube Star
North Carolina,4,Zoey the North Dog,@zoey_nc_tiktok,TikTok,50000,5.14,Yes,https://tiktok.com/zoey_nc,Famous dog influencer from North Carolina | TikTok Star
North Carolina,5,Tucker the North Dog,@tucker_nc_instagram,Instagram,50000,3.95,No,https://instagram.com/tucker_nc,Famous dog influencer from North Carolina | Instagram Star
North Dakota,1,Stella the North Dog,@stella_nd_tiktok,TikTok,1569752,6.03,Yes,https://tiktok.com/stella_nd,Famous dog influencer from North Dakota | TikTok Star
North Dakota,2,Zeus the North Dog,@zeus_nd_youtube,YouTube,1496111,7.88,No,https://youtube.com/zeus_nd,Famous dog influencer from North Dakota | YouTube Star
North Dakota,3,Stella the North Dog,@stella_nd_tiktok,TikTok,1466305,3.72,Yes,https://tiktok.com/stella_nd,Famous dog influencer from North Dakota | TikTok Star
North Dakota,4,Cooper the North Dog,@cooper_nd_tiktok,TikTok,650112,2.98,Yes,https://tiktok.com/cooper_nd,Famous dog influencer from North Dakota | TikTok Star
North Dakota,5,Oliver the North Dog,@oliver_nd_tiktok,TikTok,50000,8.47,Yes,https://tiktok.com/oliver_nd,Famous dog influencer from North Dakota | TikTok Star
Northern Mariana Islands,1,Buddy the Northern Dog,@buddy_nm_youtube,YouTube,1429550,5.32,No,https://youtube.com/buddy_nm,Famous dog influencer from Northern Mariana Islands | YouTube Star
Northern Mariana Islands,2,Zoey the Northern Dog,@zoey_nm_tiktok,TikTok,724857,4.45,No,https://tiktok.com/zoey_nm,Famous dog influencer from Northern Mariana Islands | TikTok Star
Northern Mariana Islands,3,Cooper the Northern Dog,@cooper_nm_instagram,Instagram,722391,6.52,Yes,https://instagram.com/cooper_nm,Famous dog influencer from Northern Mariana Islands | Instagram Star
Northern Mariana Islands,4,Cooper the Northern Dog,@cooper_nm_youtube,YouTube,124549,5.32,No,https://youtube.com/cooper_nm,Famous dog influencer from Northern Mariana Islands | YouTube Star
Northern Mariana Islands,5,Luna the Northern Dog,@luna_nm_instagram,Instagram,50000,3.69,Yes,https://instagram.com/luna_nm,Famous dog influencer from Northern Mariana Islands | Instagram Star
Ohio,1,Bentley the Ohio Dog,@bentley_o_youtube,YouTube,1597476,4.1,Yes,https://youtube.com/bentley_o,Famous dog influencer from Ohio | YouTube Star
Ohio,2,Rosie the Ohio Dog,@rosie_o_youtube,YouTube,1545031,6.28,Yes,https://youtube.com/rosie_o,Famous dog influencer from Ohio | YouTube Star
Ohio,3,Stella the Ohio Dog,@stella_o_instagram,Instagram,1356214,5.58,No,https://instagram.com/stella_o,Famous dog influencer from Ohio | Instagram Star
Ohio,4,Bailey the Ohio Dog,@bailey_o_tiktok,TikTok,962389,4.71,No,https://tiktok.com/bailey_o,Famous dog influencer from Ohio | TikTok Star
Ohio,5,Winston the Ohio Dog,@winston_o_tiktok,TikTok,573054,7.5,No,https://tiktok.com/winston_o,Famous dog influencer from Ohio | TikTok Star
Oklahoma,1,Lola the Oklahoma Dog,@lola_o_tiktok,TikTok,1506986,3.58,Yes,https://tiktok.com/lola_o,Famous dog influencer from Oklahoma | TikTok Star
Oklahoma,2,Oliver the Oklahoma Dog,@oliver_o_tiktok,TikTok,1199188,6.95,No,https://tiktok.com/oliver_o,Famous dog influencer from Oklahoma | TikTok Star
Oklahoma,3,Buddy the Oklahoma Dog,@buddy_o_youtube,YouTube,1152106,5.38,No,https://youtube.com/buddy_o,Famous dog influencer from Oklahoma | YouTube Star
Oklahoma,4,Duke the Oklahoma Dog,@duke_o_youtube,YouTube,1092247,6.51,Yes,https://youtube.com/duke_o,Famous dog influencer from Oklahoma | YouTube Star
Oklahoma,5,Leo the Oklahoma Dog,@leo_o_youtube,YouTube,1045818,5.87,Yes,https://youtube.com/leo_o,Famous dog influencer from Oklahoma | YouTube Star
Oregon,1,Bentley the Oregon Dog,@bentley_o_youtube,YouTube,1255179,4.48,Yes,https://youtube.com/bentley_o,Famous dog influencer from Oregon | YouTube Star
Oregon,2,Bella the Oregon Dog,@bella_o_tiktok,TikTok,1164944,8.38,No,https://tiktok.com/bella_o,Famous dog influencer from Oregon | TikTok Star
Oregon,3,Luna the Oregon Dog,@luna_o_tiktok,TikTok,1084183,2.66,Yes,https://tiktok.com/luna_o,Famous dog influencer from Oregon | TikTok Star
Oregon,4,Sophie the Oregon Dog,@sophie_o_youtube,YouTube,902994,8.23,Yes,https://youtube.com/sophie_o,Famous dog influencer from Oregon | YouTube Star
Oregon,5,Duke the Oregon Dog,@duke_o_tiktok,TikTok,510921,7.61,No,https://tiktok.com/duke_o,Famous dog influencer from Oregon | TikTok Star
Pennsylvania,1,Bear the Pennsylvania Dog,@bear_p_tiktok,TikTok,1281580,6.5,No,https://tiktok.com/bear_p,Famous dog influencer from Pennsylvania | TikTok Star
Pennsylvania,2,Sadie the Pennsylvania Dog,@sadie_p_tiktok,TikTok,1117596,7.96,No,https://tiktok.com/sadie_p,Famous dog influencer from Pennsylvania | TikTok Star
Pennsylvania,3,Duke the Pennsylvania Dog,@duke_p_instagram,Instagram,1048049,6.64,Yes,https://instagram.com/duke_p,Famous dog influencer from Pennsylvania | Instagram Star
Pennsylvania,4,Oliver the Pennsylvania Dog,@oliver_p_instagram,Instagram,360050,4.28,Yes,https://instagram.com/oliver_p,Famous dog influencer from Pennsylvania | Instagram Star
Pennsylvania,5,Zeus the Pennsylvania Dog,@zeus_p_youtube,YouTube,98530,5.17,No,https://youtube.com/zeus_p,Famous dog influencer from Pennsylvania | YouTube Star
Puerto Rico,1,Leo the Puerto Dog,@leo_pr_tiktok,TikTok,1499023,4.98,Yes,https://tiktok.com/leo_pr,Famous dog influencer from Puerto Rico | TikTok Star
Puerto Rico,2,Oliver the Puerto Dog,@oliver_pr_youtube,YouTube,755870,8.11,No,https://youtube.com/oliver_pr,Famous dog influencer from Puerto Rico | YouTube Star
Puerto Rico,3,Sadie the Puerto Dog,@sadie_pr_tiktok,TikTok,216880,7.79,Yes,https://tiktok.com/sadie_pr,Famous dog influencer from Puerto Rico | TikTok Star
Puerto Rico,4,Buddy the Puerto Dog,@buddy_pr_instagram,Instagram,50000,5.93,Yes,https://instagram.com/buddy_pr,Famous dog influencer from Puerto Rico | Instagram Star
Puerto Rico,5,Lola the Puerto Dog,@lola_pr_tiktok,TikTok,50000,4.0,No,https://tiktok.com/lola_pr,Famous dog influencer from Puerto Rico | TikTok Star
Rhode Island,1,Bella the Rhode Dog,@bella_ri_instagram,Instagram,1018021,7.15,Yes,https://instagram.com/bella_ri,Famous dog influencer from Rhode Island | Instagram Star
Rhode Island,2,Bella the Rhode Dog,@bella_ri_instagram,Instagram,608478,2.87,No,https://instagram.com/bella_ri,Famous dog influencer from Rhode Island | Instagram Star
Rhode Island,3,Bailey the Rhode Dog,@bailey_ri_instagram,Instagram,606293,3.55,Yes,https://instagram.com/bailey_ri,Famous dog influencer from Rhode Island | Instagram Star
Rhode Island,4,Rocky the Rhode Dog,@rocky_ri_instagram,Instagram,210910,5.85,Yes,https://instagram.com/rocky_ri,Famous dog influencer from Rhode Island | Instagram Star
Rhode Island,5,Penny the Rhode Dog,@penny_ri_tiktok,TikTok,50000,6.05,Yes,https://tiktok.com/penny_ri,Famous dog influencer from Rhode Island | TikTok Star
South Carolina,1,Bentley the South Dog,@bentley_sc_tiktok,TikTok,1082895,7.54,No,https://tiktok.com/bentley_sc,Famous dog influencer from South Carolina | TikTok Star
South Carolina,2,Zoey the South Dog,@zoey_sc_tiktok,TikTok,893684,2.8,Yes,https://tiktok.com/zoey_sc,Famous dog influencer from South Carolina | TikTok Star
South Carolina,3,Lucy the South Dog,@lucy_sc_tiktok,TikTok,804843,7.21,Yes,https://tiktok.com/lucy_sc,Famous dog influencer from South Carolina | TikTok Star
South Carolina,4,Rosie the South Dog,@rosie_sc_tiktok,TikTok,774125,5.17,Yes,https://tiktok.com/rosie_sc,Famous dog influencer from South Carolina | TikTok Star
South Carolina,5,Charlie the South Dog,@charlie_sc_youtube,YouTube,355890,4.25,No,https://youtube.com/charlie_sc,Famous dog influencer from South Carolina | YouTube Star
South Dakota,1,Rosie the South Dog,@rosie_sd_tiktok,TikTok,1494022,5.81,Yes,https://tiktok.com/rosie_sd,Famous dog influencer from South Dakota | TikTok Star
South Dakota,2,Bentley the South Dog,@bentley_sd_instagram,Instagram,1025318,6.26,Yes,https://instagram.com/bentley_sd,Famous dog influencer from South Dakota | Instagram Star
South Dakota,3,Milo the South Dog,@milo_sd_youtube,YouTube,996081,3.62,No,https://youtube.com/milo_sd,Famous dog influencer from South Dakota | YouTube Star
South Dakota,4,Sadie the South Dog,@sadie_sd_youtube,YouTube,664745,3.46,No,https://youtube.com/sadie_sd,Famous dog influencer from South Dakota | YouTube Star
South Dakota,5,Max the South Dog,@max_sd_instagram,Instagram,50000,2.68,No,https://instagram.com/max_sd,Famous dog influencer from South Dakota | Instagram Star
Tennessee,1,Bentley the Tennessee Dog,@bentley_t_instagram,Instagram,1284934,5.91,Yes,https://instagram.com/bentley_t,Famous dog influencer from Tennessee | Instagram Star
Tennessee,2,Bear the Tennessee Dog,@bear_t_tiktok,TikTok,934512,6.92,No,https://tiktok.com/bear_t,Famous dog influencer from Tennessee | TikTok Star
Tennessee,3,Lucy the Tennessee Dog,@lucy_t_tiktok,TikTok,843636,3.55,Yes,https://tiktok.com/lucy_t,Famous dog influencer from Tennessee | TikTok Star
Tennessee,4,Molly the Tennessee Dog,@molly_t_youtube,YouTube,513300,8.23,No,https://youtube.com/molly_t,Famous dog influencer from Tennessee | YouTube Star
Tennessee,5,Buddy the Tennessee Dog,@buddy_t_instagram,Instagram,380329,4.64,Yes,https://instagram.com/buddy_t,Famous dog influencer from Tennessee | Instagram Star
Texas,1,Penny the Texas Dog,@penny_t_youtube,YouTube,1455535,8.04,No,https://youtube.com/penny_t,Famous dog influencer from Texas | YouTube Star
Texas,2,Luna the Texas Dog,@luna_t_tiktok,TikTok,1040484,6.89,Yes,https://tiktok.com/luna_t,Famous dog influencer from Texas | TikTok Star
Texas,3,Oliver the Texas Dog,@oliver_t_instagram,Instagram,413351,2.78,Yes,https://instagram.com/oliver_t,Famous dog influencer from Texas | Instagram Star
Texas,4,Luna the Texas Dog,@luna_t_youtube,YouTube,119990,7.36,No,https://youtube.com/luna_t,Famous dog influencer from Texas | YouTube Star
Texas,5,Rosie the Texas Dog,@rosie_t_instagram,Instagram,50000,6.16,Yes,https://instagram.com/rosie_t,Famous dog influencer from Texas | Instagram Star
US Virgin Islands,1,Oliver the US Dog,@oliver_uv_tiktok,TikTok,1213870,5.38,Yes,https://tiktok.com/oliver_uv,Famous dog influencer from US Virgin Islands | TikTok Star
US Virgin Islands,2,Chloe the US Dog,@chloe_uv_youtube,YouTube,1206415,5.64,No,https://youtube.com/chloe_uv,Famous dog influencer from US Virgin Islands | YouTube Star
US Virgin Islands,3,Bentley the US Dog,@bentley_uv_instagram,Instagram,1005666,8.12,No,https://instagram.com/bentley_uv,Famous dog influencer from US Virgin Islands | Instagram Star
US Virgin Islands,4,Chloe the US Dog,@chloe_uv_tiktok,TikTok,893715,6.04,Yes,https://tiktok.com/chloe_uv,Famous dog influencer from US Virgin Islands | TikTok Star
US Virgin Islands,5,Rosie the US Dog,@rosie_uv_instagram,Instagram,193570,6.8,Yes,https://instagram.com/rosie_uv,Famous dog influencer from US Virgin Islands | Instagram Star
Utah,1,Oliver the Utah Dog,@oliver_u_instagram,Instagram,1182256,7.17,No,https://instagram.com/oliver_u,Famous dog influencer from Utah | Instagram Star
Utah,2,Stella the Utah Dog,@stella_u_tiktok,TikTok,791665,6.54,No,https://tiktok.com/stella_u,Famous dog influencer from Utah | TikTok Star
Utah,3,Lucy the Utah Dog,@lucy_u_tiktok,TikTok,668892,8.04,No,https://tiktok.com/lucy_u,Famous dog influencer from Utah | TikTok Star
Utah,4,Lola the Utah Dog,@lola_u_youtube,YouTube,434284,6.6,No,https://youtube.com/lola_u,Famous dog influencer from Utah | YouTube Star
Utah,5,Bear the Utah Dog,@bear_u_instagram,Instagram,348515,6.25,No,https://instagram.com/bear_u,Famous dog influencer from Utah | Instagram Star
Vermont,1,Bear the Vermont Dog,@bear_v_tiktok,TikTok,1333190,4.31,No,https://tiktok.com/bear_v,Famous dog influencer from Vermont | TikTok Star
Vermont,2,Lola the Vermont Dog,@lola_v_youtube,YouTube,1252227,8.26,Yes,https://youtube.com/lola_v,Famous dog influencer from Vermont | YouTube Star
Vermont,3,Tucker the Vermont Dog,@tucker_v_instagram,Instagram,1028866,5.31,Yes,https://instagram.com/tucker_v,Famous dog influencer from Vermont | Instagram Star
Vermont,4,Leo the Vermont Dog,@leo_v_youtube,YouTube,871451,7.39,Yes,https://youtube.com/leo_v,Famous dog influencer from Vermont | YouTube Star
Vermont,5,Sadie the Vermont Dog,@sadie_v_youtube,YouTube,658668,8.17,Yes,https://youtube.com/sadie_v,Famous dog influencer from Vermont | YouTube Star
Virginia,1,Zoey the Virginia Dog,@zoey_v_youtube,YouTube,1401629,6.7,Yes,https://youtube.com/zoey_v,Famous dog influencer from Virginia | YouTube Star
Virginia,2,Bentley the Virginia Dog,@bentley_v_instagram,Instagram,1235633,4.59,Yes,https://instagram.com/bentley_v,Famous dog influencer from Virginia | Instagram Star
Virginia,3,Lucy the Virginia Dog,@lucy_v_instagram,Instagram,1203610,3.92,No,https://instagram.com/lucy_v,Famous dog influencer from Virginia | Instagram Star
Virginia,4,Zeus the Virginia Dog,@zeus_v_instagram,Instagram,1082592,5.3,No,https://instagram.com/zeus_v,Famous dog influencer from Virginia | Instagram Star
Virginia,5,Bella the Virginia Dog,@bella_v_instagram,Instagram,952812,5.1,No,https://instagram.com/bella_v,Famous dog influencer from Virginia | Instagram Star
Washington,1,Winston the Washington Dog,@winston_w_tiktok,TikTok,510141,7.57,No,https://tiktok.com/winston_w,Famous dog influencer from Washington | TikTok Star
Washington,2,Lucy the Washington Dog,@lucy_w_youtube,YouTube,385793,7.26,No,https://youtube.com/lucy_w,Famous dog influencer from Washington | YouTube Star
Washington,3,Zoey the Washington Dog,@zoey_w_instagram,Instagram,263300,4.62,Yes,https://instagram.com/zoey_w,Famous dog influencer from Washington | Instagram Star
Washington,4,Zeus the Washington Dog,@zeus_w_instagram,Instagram,50000,3.08,Yes,https://instagram.com/zeus_w,Famous dog influencer from Washington | Instagram Star
Washington,5,Bear the Washington Dog,@bear_w_instagram,Instagram,50000,3.93,No,https://instagram.com/bear_w,Famous dog influencer from Washington | Instagram Star
West Virginia,1,Molly the West Dog,@molly_wv_youtube,YouTube,1698613,8.3,No,https://youtube.com/molly_wv,Famous dog influencer from West Virginia | YouTube Star
West Virginia,2,Sophie the West Dog,@sophie_wv_youtube,YouTube,801281,7.17,No,https://youtube.com/sophie_wv,Famous dog influencer from West Virginia | YouTube Star
West Virginia,3,Sadie the West Dog,@sadie_wv_tiktok,TikTok,731958,4.22,No,https://tiktok.com/sadie_wv,Famous dog influencer from West Virginia | TikTok Star
West Virginia,4,Lola the West Dog,@lola_wv_instagram,Instagram,50000,3.76,No,https://instagram.com/lola_wv,Famous dog influencer from West Virginia | Instagram Star
West Virginia,5,Bentley the West Dog,@bentley_wv_tiktok,TikTok,50000,3.74,Yes,https://tiktok.com/bentley_wv,Famous dog influencer from West Virginia | TikTok Star
Wisconsin,1,Lucy the Wisconsin Dog,@lucy_w_instagram,Instagram,1264281,8.17,Yes,https://instagram.com/lucy_w,Famous dog influencer from Wisconsin | Instagram Star
Wisconsin,2,Molly the Wisconsin Dog,@molly_w_youtube,YouTube,1243027,4.93,Yes,https://youtube.com/molly_w,Famous dog influencer from Wisconsin | YouTube Star
Wisconsin,3,Lola the Wisconsin Dog,@lola_w_tiktok,TikTok,777685,4.07,No,https://tiktok.com/lola_w,Famous dog influencer from Wisconsin | TikTok Star
Wisconsin,4,Milo the Wisconsin Dog,@milo_w_instagram,Instagram,252093,4.14,No,https://instagram.com/milo_w,Famous dog influencer from Wisconsin | Instagram Star
Wisconsin,5,Luna the Wisconsin Dog,@luna_w_instagram,Instagram,239733,8.04,No,https://instagram.com/luna_w,Famous dog influencer from Wisconsin | Instagram Star
Wyoming,1,Bentley the Wyoming Dog,@bentley_w_tiktok,TikTok,660789,3.97,Yes,https://tiktok.com/bentley_w,Famous dog influencer from Wyoming | TikTok Star
Wyoming,2,Charlie the Wyoming Dog,@charlie_w_youtube,YouTube,592843,5.54,No,https://youtube.com/charlie_w,Famous dog influencer from Wyoming | YouTube Star
Wyoming,3,Cooper the Wyoming Dog,@cooper_w_instagram,Instagram,341694,7.3,Yes,https://instagram.com/cooper_w,Famous dog influencer from Wyoming | Instagram Star
Wyoming,4,Stella the Wyoming Dog,@stella_w_tiktok,TikTok,116331,6.43,No,https://tiktok.com/stella_w,Famous dog influencer from Wyoming | TikTok Star
Wyoming,5,Leo the Wyoming Dog,@leo_w_youtube,YouTube,50000,2.78,No,https://youtube.com/leo_w,Famous dog influencer from Wyoming | YouTube Star
